# s t p1 p2 p3 q1 q2 q3 r
99 51 0.329786 0.337295 0.332919 0.337295 0.329786 0.332919 0.048413
99 54 0.328958 0.338224 0.332818 0.338224 0.328958 0.332818 0.062672
99 57 0.328046 0.339257 0.332697 0.339257 0.328046 0.332697 0.079487
99 60 0.327058 0.340387 0.332555 0.340387 0.327058 0.332555 0.098923
99 63 0.326010 0.341600 0.332390 0.341600 0.326010 0.332390 0.120970
99 66 0.324916 0.342883 0.332201 0.342883 0.324916 0.332201 0.145541
99 69 0.323795 0.344216 0.331989 0.344216 0.323795 0.331989 0.172470
99 72 0.322663 0.345584 0.331753 0.345584 0.322663 0.331753 0.201523
99 75 0.321540 0.346959 0.331502 0.346959 0.321540 0.331502 0.232398
99 78 0.320438 0.348333 0.331229 0.348333 0.320438 0.331229 0.264759
99 81 0.319382 0.349656 0.330962 0.349656 0.319382 0.330962 0.298204
99 84 0.318373 0.350961 0.330666 0.350961 0.318373 0.330666 0.332371
99 87 0.317447 0.352122 0.330431 0.352122 0.317447 0.330431 0.366794
99 90 0.316578 0.353315 0.330107 0.353315 0.316578 0.330107 0.401198
99 93 0.315844 0.354148 0.330008 0.354148 0.315844 0.330008 0.435005
99 96 0.315131 0.355315 0.329554 0.355315 0.315131 0.329554 0.468272
99 99 0.314213 0.357075 0.328712 0.314213 0.357075 0.328712 0.500000

